												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(26, 4, range(4, 6))-Guajajara
Reference not found. Skipping...(26, 4, range(4, 6))-Guarani
Reference not found. Skipping...(26, 4, range(4, 6))-NTLH
Reference not found. Skipping...(26, 4, range(4, 6))-NVI



Reference not found. Skipping...(26, 23, range(14, 16))-Guajajara
Reference not found. Skipping...(26, 23, range(14, 16))-Guarani
Reference not found. Skipping...(26, 23, range(14, 16))-NVI



Reference not found. Skipping...(26, 23, range(14, 16))-aa
Reference not found. Skipping...(26, 23, range(14, 16))-acf
Reference not found. Skipping...(26, 23, range(14, 16))-Guajajara
Reference not found. Skipping...(26, 23, range(14, 16))-Guarani
Reference not found. Skipping...(26, 23, range(14, 16))-NTLH
Reference not found. Skipping...(26, 23, range(14, 16))-NVI



Reference not found. Skipping...(26, 40, range(8, 10))-Guajajara
Reference not found. Skipping...(26, 40, range(8, 10))-Guarani
Reference not found. Skipping...(26, 40, range(8, 10))-NVI



Reference not found. Skipping...(26, 40, range(8, 10))-aa
Reference not found. Skipping...(26, 40, range(8, 10))-acf
Reference not found. Skipping...(26, 40, range(8, 10))-Guajajara
Reference not found. Skipping...(26, 40, range(8, 10))-Guarani
Reference not found. Skipping...(26, 40, range(8, 10))-NTLH
Reference not found. Skipping...(26, 40, range(8, 10))-NVI



Reference not found. Skipping...(26, 40, range(29, 31))-Guajajara
Reference not found. Skipping...(26, 40, range(29, 31))-Guarani
Reference not found. Skipping...(26, 40, range(29, 31))-NVI



Reference not found. Skipping...(26, 40, range(29, 31))-aa
Reference not found. Skipping...(26, 40, range(29, 31))-acf
Reference not found. Skipping...(26, 40, range(29, 31))-Guajajara
Reference not found. Skipping...(26, 40, range(29, 31))-Guarani
Reference not found. Skipping...(26, 40, range(29, 31))-NTLH
Reference not found. Skipping...(26, 40, range(29, 31))-NVI



Reference not found. Skipping...(26, 41, range(8, 12))-Guajajara
Reference not found. Skipping...(26, 41, range(8, 12))-Guarani
Reference not found. Skipping...(26, 41, range(8, 12))-NVI



Reference not found. Skipping...(26, 41, range(8, 12))-aa
Reference not found. Skipping...(26, 41, range(8, 12))-acf
Reference not found. Skipping...(26, 41, range(8, 12))-Guajajara
Reference not found. Skipping...(26, 41, range(8, 12))-Guarani
Reference not found. Skipping...(26, 41, range(8, 12))-NTLH
Reference not found. Skipping...(26, 41, range(8, 12))-NVI



Reference not found. Skipping...(26, 41, range(8, 12))-aa
Reference not found. Skipping...(26, 41, range(8, 12))-acf
Reference not found. Skipping...(26, 41, range(8, 12))-Guajajara
Reference not found. Skipping...(26, 41, range(8, 12))-Guarani
Reference not found. Skipping...(26, 41, range(8, 12))-NTLH
Reference not found. Skipping...(26, 41, range(8, 12))-NVI



Reference not found. Skipping...(26, 41, range(8, 12))-aa
Reference not found. Skipping...(26, 41, range(8, 12))-acf
Reference not found. Skipping...(26, 41, range(8, 12))-Guajajara
Reference not found. Skipping...(26, 41, range(8, 12))-Guarani
Reference not found. Skipping...(26, 41, range(8, 12))-NTLH
Reference not found. Skipping...(26, 41, range(8, 12))-NVI



Reference not found. Skipping...(26, 42, range(7, 9))-Guajajara
Reference not found. Skipping...(26, 42, range(7, 9))-Guarani
Reference not found. Skipping...(26, 42, range(7, 9))-NVI



Reference not found. Skipping...(26, 42, range(7, 9))-aa
Reference not found. Skipping...(26, 42, range(7, 9))-acf
Reference not found. Skipping...(26, 42, range(7, 9))-Guajajara
Reference not found. Skipping...(26, 42, range(7, 9))-Guarani
Reference not found. Skipping...(26, 42, range(7, 9))-NTLH
Reference not found. Skipping...(26, 42, range(7, 9))-NVI



Reference not found. Skipping...(26, 42, range(9, 11))-Guajajara
Reference not found. Skipping...(26, 42, range(9, 11))-Guarani
Reference not found. Skipping...(26, 42, range(9, 11))-NVI



Reference not found. Skipping...(26, 42, range(9, 11))-aa
Reference not found. Skipping...(26, 42, range(9, 11))-acf
Reference not found. Skipping...(26, 42, range(9, 11))-Guajajara
Reference not found. Skipping...(26, 42, range(9, 11))-Guarani
Reference not found. Skipping...(26, 42, range(9, 11))-NTLH
Reference not found. Skipping...(26, 42, range(9, 11))-NVI



Reference not found. Skipping...(26, 42, range(17, 20))-Guajajara
Reference not found. Skipping...(26, 42, range(17, 20))-Guarani
Reference not found. Skipping...(26, 42, range(17, 20))-NVI



Reference not found. Skipping...(26, 42, range(17, 20))-aa
Reference not found. Skipping...(26, 42, range(17, 20))-acf
Reference not found. Skipping...(26, 42, range(17, 20))-Guajajara
Reference not found. Skipping...(26, 42, range(17, 20))-Guarani
Reference not found. Skipping...(26, 42, range(17, 20))-NTLH
Reference not found. Skipping...(26, 42, range(17, 20))-NVI



Reference not found. Skipping...(26, 42, range(17, 20))-aa
Reference not found. Skipping...(26, 42, range(17, 20))-acf
Reference not found. Skipping...(26, 42, range(17, 20))-Guajajara
Reference not found. Skipping...(26, 42, range(17, 20))-Guarani
Reference not found. Skipping...(26, 42, range(17, 20))-NTLH
Reference not found. Skipping...(26, 42, range(17, 20))-NVI



Reference not found. Skipping...(26, 45, range(13, 15))-Guajajara
Reference not found. Skipping...(26, 45, range(13, 15))-Guarani
Reference not found. Skipping...(26, 45, range(13, 15))-NVI



Reference not found. Skipping...(26, 45, range(13, 15))-aa
Reference not found. Skipping...(26, 45, range(13, 15))-acf
Reference not found. Skipping...(26, 45, range(13, 15))-Guajajara
Reference not found. Skipping...(26, 45, range(13, 15))-Guarani
Reference not found. Skipping...(26, 45, range(13, 15))-NTLH
Reference not found. Skipping...(26, 45, range(13, 15))-NVI



Reference not found. Skipping...(26, 46, range(21, 23))-Guajajara
Reference not found. Skipping...(26, 46, range(21, 23))-Guarani
Reference not found. Skipping...(26, 46, range(21, 23))-NVI



Reference not found. Skipping...(26, 46, range(21, 23))-aa
Reference not found. Skipping...(26, 46, range(21, 23))-acf
Reference not found. Skipping...(26, 46, range(21, 23))-Guajajara
Reference not found. Skipping...(26, 46, range(21, 23))-Guarani
Reference not found. Skipping...(26, 46, range(21, 23))-NTLH
Reference not found. Skipping...(26, 46, range(21, 23))-NVI



Reference not found. Skipping...(26, 48, range(21, 23))-Guajajara
Reference not found. Skipping...(26, 48, range(21, 23))-Guarani
Reference not found. Skipping...(26, 48, range(21, 23))-NVI



Reference not found. Skipping...(26, 48, range(21, 23))-aa
Reference not found. Skipping...(26, 48, range(21, 23))-acf
Reference not found. Skipping...(26, 48, range(21, 23))-Guajajara
Reference not found. Skipping...(26, 48, range(21, 23))-Guarani
Reference not found. Skipping...(26, 48, range(21, 23))-NTLH
Reference not found. Skipping...(26, 48, range(21, 23))-NVI



Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NVI



Reference not found. Skipping...(26, 48, range(23, 28))-aa
Reference not found. Skipping...(26, 48, range(23, 28))-acf
Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NTLH
Reference not found. Skipping...(26, 48, range(23, 28))-NVI



Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NVI



Reference not found. Skipping...(26, 48, range(23, 28))-aa
Reference not found. Skipping...(26, 48, range(23, 28))-acf
Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NTLH
Reference not found. Skipping...(26, 48, range(23, 28))-NVI



Reference not found. Skipping...(26, 48, range(23, 28))-aa
Reference not found. Skipping...(26, 48, range(23, 28))-acf
Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NTLH
Reference not found. Skipping...(26, 48, range(23, 28))-NVI



Reference not found. Skipping...(26, 48, range(30, 35))-Guajajara
Reference not found. Skipping...(26, 48, range(30, 35))-Guarani
Reference not found. Skipping...(26, 48, range(30, 35))-NVI



Reference not found. Skipping...(26, 48, range(30, 35))-aa
Reference not found. Skipping...(26, 48, range(30, 35))-acf
Reference not found. Skipping...(26, 48, range(30, 35))-Guajajara
Reference not found. Skipping...(26, 48, range(30, 35))-Guarani
Reference not found. Skipping...(26, 48, range(30, 35))-NTLH
Reference not found. Skipping...(26, 48, range(30, 35))-NVI



Reference not found. Skipping...(26, 48, range(30, 35))-aa
Reference not found. Skipping...(26, 48, range(30, 35))-acf
Reference not found. Skipping...(26, 48, range(30, 35))-Guajajara
Reference not found. Skipping...(26, 48, range(30, 35))-Guarani
Reference not found. Skipping...(26, 48, range(30, 35))-NTLH
Reference not found. Skipping...(26, 48, range(30, 35))-NVI



Reference not found. Skipping...(26, 48, range(30, 35))-aa
Reference not found. Skipping...(26, 48, range(30, 35))-acf
Reference not found. Skipping...(26, 48, range(30, 35))-Guajajara
Reference not found. Skipping...(26, 48, range(30, 35))-Guarani
Reference not found. Skipping...(26, 48, range(30, 35))-NTLH
Reference not found. Skipping...(26, 48, range(30, 35))-NVI



Reference not found. Skipping...(26, 48, range(30, 35))-aa
Reference not found. Skipping...(26, 48, range(30, 35))-acf
Reference not found. Skipping...(26, 48, range(30, 35))-Guajajara
Reference not found. Skipping...(26, 48, range(30, 35))-Guarani
Reference not found. Skipping...(26, 48, range(30, 35))-NTLH
Reference not found. Skipping...(26, 48, range(30, 35))-NVI



Reference not found. Skipping...(27, 10, range(20, 22))-Guajajara
Reference not found. Skipping...(27, 10, range(20, 22))-Guarani
Reference not found. Skipping...(27, 10, range(20, 22))-NVI



Reference not found. Skipping...(27, 10, range(20, 22))-aa
Reference not found. Skipping...(27, 10, range(20, 22))-acf
Reference not found. Skipping...(27, 10, range(20, 22))-Guajajara
Reference not found. Skipping...(27, 10, range(20, 22))-Guarani
Reference not found. Skipping...(27, 10, range(20, 22))-NTLH
Reference not found. Skipping...(27, 10, range(20, 22))-NVI



Reference not found. Skipping...(29, 3, range(20, 22))-Guajajara
Reference not found. Skipping...(29, 3, range(20, 22))-Guarani
Reference not found. Skipping...(29, 3, range(20, 22))-NVI



Reference not found. Skipping...(29, 3, range(20, 22))-aa
Reference not found. Skipping...(29, 3, range(20, 22))-acf
Reference not found. Skipping...(29, 3, range(20, 22))-Guajajara
Reference not found. Skipping...(29, 3, range(20, 22))-Guarani
Reference not found. Skipping...(29, 3, range(20, 22))-NTLH
Reference not found. Skipping...(29, 3, range(20, 22))-NVI



Reference not found. Skipping...(38, 2, range(6, 8))-Guajajara
Reference not found. Skipping...(38, 2, range(6, 8))-Guarani
Reference not found. Skipping...(38, 2, range(6, 8))-NVI



Reference not found. Skipping...(38, 2, range(6, 8))-aa
Reference not found. Skipping...(38, 2, range(6, 8))-acf
Reference not found. Skipping...(38, 2, range(6, 8))-Guajajara
Reference not found. Skipping...(38, 2, range(6, 8))-Guarani
Reference not found. Skipping...(38, 2, range(6, 8))-NTLH
Reference not found. Skipping...(38, 2, range(6, 8))-NVI



Reference not found. Skipping...(38, 12, range(12, 15))-Guajajara
Reference not found. Skipping...(38, 12, range(12, 15))-Guarani
Reference not found. Skipping...(38, 12, range(12, 15))-NVI



Reference not found. Skipping...(38, 12, range(12, 15))-aa
Reference not found. Skipping...(38, 12, range(12, 15))-acf
Reference not found. Skipping...(38, 12, range(12, 15))-Guajajara
Reference not found. Skipping...(38, 12, range(12, 15))-Guarani
Reference not found. Skipping...(38, 12, range(12, 15))-NTLH
Reference not found. Skipping...(38, 12, range(12, 15))-NVI



Reference not found. Skipping...(38, 12, range(12, 15))-aa
Reference not found. Skipping...(38, 12, range(12, 15))-acf
Reference not found. Skipping...(38, 12, range(12, 15))-Guajajara
Reference not found. Skipping...(38, 12, range(12, 15))-Guarani
Reference not found. Skipping...(38, 12, range(12, 15))-NTLH
Reference not found. Skipping...(38, 12, range(12, 15))-NVI






Reference not found. Skipping...(40, 26, range(6, 8))-aa
Reference not found. Skipping...(40, 26, range(6, 8))-acf
Reference not found. Skipping...(40, 26, range(6, 8))-Guajajara
Reference not found. Skipping...(40, 26, range(6, 8))-Guarani
Reference not found. Skipping...(40, 26, range(6, 8))-NTLH
Reference not found. Skipping...(40, 26, range(6, 8))-NVI



Reference not found. Skipping...(41, 1, range(43, 45))-Guajajara
Reference not found. Skipping...(41, 1, range(43, 45))-Guarani
Reference not found. Skipping...(41, 1, range(43, 45))-NVI



Reference not found. Skipping...(41, 1, range(43, 45))-aa
Reference not found. Skipping...(41, 1, range(43, 45))-acf
Reference not found. Skipping...(41, 1, range(43, 45))-Guajajara
Reference not found. Skipping...(41, 1, range(43, 45))-Guarani
Reference not found. Skipping...(41, 1, range(43, 45))-NTLH
Reference not found. Skipping...(41, 1, range(43, 45))-NVI



Reference not found. Skipping...(41, 15, range(42, 44))-Guajajara
Reference not found. Skipping...(41, 15, range(42, 44))-Guarani
Reference not found. Skipping...(41, 15, range(42, 44))-NVI



Reference not found. Skipping...(41, 15, range(42, 44))-aa
Reference not found. Skipping...(41, 15, range(42, 44))-acf
Reference not found. Skipping...(41, 15, range(42, 44))-Guajajara
Reference not found. Skipping...(41, 15, range(42, 44))-Guarani
Reference not found. Skipping...(41, 15, range(42, 44))-NTLH
Reference not found. Skipping...(41, 15, range(42, 44))-NVI



Reference not found. Skipping...(42, 1, range(54, 56))-Guajajara
Reference not found. Skipping...(42, 1, range(54, 56))-Guarani
Reference not found. Skipping...(42, 1, range(54, 56))-NVI



Reference not found. Skipping...(42, 1, range(54, 56))-aa
Reference not found. Skipping...(42, 1, range(54, 56))-acf
Reference not found. Skipping...(42, 1, range(54, 56))-Guajajara
Reference not found. Skipping...(42, 1, range(54, 56))-Guarani
Reference not found. Skipping...(42, 1, range(54, 56))-NTLH
Reference not found. Skipping...(42, 1, range(54, 56))-NVI



Reference not found. Skipping...(42, 1, range(73, 75))-Guajajara
Reference not found. Skipping...(42, 1, range(73, 75))-Guarani
Reference not found. Skipping...(42, 1, range(73, 75))-NVI



Reference not found. Skipping...(42, 1, range(73, 75))-aa
Reference not found. Skipping...(42, 1, range(73, 75))-acf
Reference not found. Skipping...(42, 1, range(73, 75))-Guajajara
Reference not found. Skipping...(42, 1, range(73, 75))-Guarani
Reference not found. Skipping...(42, 1, range(73, 75))-NTLH
Reference not found. Skipping...(42, 1, range(73, 75))-NVI



Reference not found. Skipping...(42, 23, range(50, 52))-Guajajara
Reference not found. Skipping...(42, 23, range(50, 52))-Guarani
Reference not found. Skipping...(42, 23, range(50, 52))-NVI



Reference not found. Skipping...(42, 23, range(50, 52))-aa
Reference not found. Skipping...(42, 23, range(50, 52))-acf
Reference not found. Skipping...(42, 23, range(50, 52))-Guajajara
Reference not found. Skipping...(42, 23, range(50, 52))-Guarani
Reference not found. Skipping...(42, 23, range(50, 52))-NTLH
Reference not found. Skipping...(42, 23, range(50, 52))-NVI



Reference not found. Skipping...(43, 10, range(14, 16))-Guajajara
Reference not found. Skipping...(43, 10, range(14, 16))-Guarani
Reference not found. Skipping...(43, 10, range(14, 16))-NVI



Reference not found. Skipping...(43, 10, range(14, 16))-aa
Reference not found. Skipping...(43, 10, range(14, 16))-acf
Reference not found. Skipping...(43, 10, range(14, 16))-Guajajara
Reference not found. Skipping...(43, 10, range(14, 16))-Guarani
Reference not found. Skipping...(43, 10, range(14, 16))-NTLH
Reference not found. Skipping...(43, 10, range(14, 16))-NVI






Reference not found. Skipping...(43, 19, range(19, 21))-aa
